method,fold,group_level,group_value,baseline_macro_f1,metric_macro_f1,macro_f1_drop,baseline_balanced_accuracy,metric_balanced_accuracy,balanced_accuracy_drop,repeat,positive_macro_f1_drop,normalized_positive_drop
permutation,1,sensor_family,lin_accel,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,4,0.0171568627450982,0.023678615150018404
permutation,1,sensor_family,magn_field,0.8749183006535949,0.8566643323996265,0.01825396825396841,0.875,0.8541666666666666,0.02083333333333337,0,0.01825396825396841,0.025192757887502554
permutation,1,sensor_family,magn_field,0.8749183006535949,0.8540849673202615,0.02083333333333337,0.875,0.8541666666666666,0.02083333333333337,1,0.02083333333333337,0.028752604110736414
permutation,1,sensor_family,magn_field,0.8749183006535949,0.875,-8.169934640511745e-05,0.875,0.875,0.0,2,0.0,0.0
permutation,1,sensor_family,magn_field,0.8749183006535949,0.8369281045751634,0.03799019607843146,0.875,0.8333333333333334,0.04166666666666663,3,0.03799019607843146,0.05243121926075466
permutation,1,sensor_family,magn_field,0.8749183006535949,0.8396164021164022,0.03530189853719268,0.875,0.8333333333333334,0.04166666666666663,4,0.03530189853719268,0.04872103262386964
permutation,1,channel,accelerometer_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,0,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,1,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,2,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,3,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,4,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_y,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,0,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_y,0.8749183006535949,0.8758986928104576,-0.0009803921568627416,0.875,0.875,0.0,1,0.0,0.0
permutation,1,channel,accelerometer_y,0.8749183006535949,0.8540849673202615,0.02083333333333337,0.875,0.8541666666666666,0.02083333333333337,2,0.02083333333333337,0.013188615675611718
permutation,1,channel,accelerometer_y,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,3,0.0171568627450982,0.010861212909327381
permutation,1,channel,accelerometer_y,0.8749183006535949,0.8720588235294118,0.0028594771241831074,0.875,0.875,0.0,4,0.0028594771241831074,0.0018102021515546103
permutation,1,channel,accelerometer_z,0.8749183006535949,0.831454248366013,0.04346405228758188,0.875,0.8333333333333334,0.04166666666666663,0,0.04346405228758188,0.02751507270362922
permutation,1,channel,accelerometer_z,0.8749183006535949,0.8125,0.06241830065359488,0.875,0.8125,0.0625,1,0.06241830065359488,0.03951412696536217
permutation,1,channel,accelerometer_z,0.8749183006535949,0.8125,0.06241830065359488,0.875,0.8125,0.0625,2,0.06241830065359488,0.03951412696536217
permutation,1,channel,accelerometer_z,0.8749183006535949,0.8357026143790849,0.03921568627451,0.875,0.8333333333333334,0.04166666666666663,3,0.03921568627451,0.024825629507033903
permutation,1,channel,accelerometer_z,0.8749183006535949,0.8357026143790849,0.03921568627451,0.875,0.8333333333333334,0.04166666666666663,4,0.03921568627451,0.024825629507033903
permutation,1,channel,game_rot_vec_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,0,0.0171568627450982,0.010861212909327381
permutation,1,channel,game_rot_vec_x,0.8749183006535949,0.8522875816993464,0.022630718954248508,0.875,0.8541666666666666,0.02083333333333337,1,0.022630718954248508,0.0143264570280175
permutation,1,channel,game_rot_vec_x,0.8749183006535949,0.8967320261437909,-0.021813725490196,0.875,0.8958333333333334,-0.02083333333333337,2,0.0,0.0
permutation,1,channel,game_rot_vec_x,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,3,0.0171568627450982,0.010861212909327381
permutation,1,channel,game_rot_vec_x,0.8749183006535949,0.8357026143790849,0.03921568627451,0.875,0.8333333333333334,0.04166666666666663,4,0.03921568627451,0.024825629507033903
permutation,1,channel,game_rot_vec_y,0.8749183006535949,0.8522875816993464,0.022630718954248508,0.875,0.8541666666666666,0.02083333333333337,0,0.022630718954248508,0.0143264570280175
permutation,1,channel,game_rot_vec_y,0.8749183006535949,0.8357026143790849,0.03921568627451,0.875,0.8333333333333334,0.04166666666666663,1,0.03921568627451,0.024825629507033903
permutation,1,channel,game_rot_vec_y,0.8749183006535949,0.875,-8.169934640511745e-05,0.875,0.875,0.0,2,0.0,0.0
permutation,1,channel,game_rot_vec_y,0.8749183006535949,0.8540849673202615,0.02083333333333337,0.875,0.8541666666666666,0.02083333333333337,3,0.02083333333333337,0.013188615675611718
permutation,1,channel,game_rot_vec_y,0.8749183006535949,0.8522875816993464,0.022630718954248508,0.875,0.8541666666666666,0.02083333333333337,4,0.022630718954248508,0.0143264570280175
permutation,1,channel,game_rot_vec_z,0.8749183006535949,0.8749183006535949,0.0,0.875,0.875,0.0,0,0.0,0.0
permutation,1,channel,game_rot_vec_z,0.8749183006535949,0.8749183006535949,0.0,0.875,0.875,0.0,1,0.0,0.0
permutation,1,channel,game_rot_vec_z,0.8749183006535949,0.8791666666666668,-0.00424836601307188,0.875,0.875,0.0,2,0.0,0.0
permutation,1,channel,game_rot_vec_z,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,3,0.0171568627450982,0.010861212909327381
permutation,1,channel,game_rot_vec_z,0.8749183006535949,0.8577614379084967,0.0171568627450982,0.875,0.8541666666666666,0.02083333333333337,4,0.0171568627450982,0.010861212909327381
permutation,1,channel,gravity_x,0.8749183006535949,0.8125,0.06241830065359488,0.875,0.8125,0.0625,0,0.06241830065359488,0.03951412696536217
permutation,1,channel,gravity_x,0.8749183006535949,0.8749183006535949,0.0,0.875,0.875,0.0,1,0.0,0.0
